user_id,cat_id,created_date,last_update_date
31291,3,2023-02-04 22:16:58,2023-02-27 11:21:58
31291,5,2023-02-04 22:16:58,2023-02-27 11:21:58
31291,7,2023-02-04 22:16:58,2023-02-27 11:21:58
77779,6,2025-05-01 16:43:06,2025-05-14 16:50:06
77779,7,2025-05-01 16:43:06,2025-05-14 16:50:06
77779,8,2025-05-01 16:43:06,2025-05-14 16:50:06
71434,1,2023-03-09 06:12:32,2023-05-14 14:44:32
71434,3,2023-03-09 06:12:32,2023-05-14 14:44:32
71434,4,2023-03-09 06:12:32,2023-05-14 14:44:32
17195,2,2024-06-16 08:10:44,2024-07-28 01:45:44
17195,5,2024-06-16 08:10:44,2024-07-28 01:45:44
17195,7,2024-06-16 08:10:44,2024-07-28 01:45:44
17195,8,2024-06-16 08:10:44,2024-07-28 01:45:44
48591,2,2025-10-14 13:32:24,2025-11-25 00:13:24
48591,6,2025-10-14 13:32:24,2025-11-25 00:13:24
79258,2,2024-09-30 20:34:28,2024-10-27 19:37:28
79258,5,2024-09-30 20:34:28,2024-10-27 19:37:28
79258,6,2024-09-30 20:34:28,2024-10-27 19:37:28
62236,2,2024-03-05 19:11:20,2024-06-14 20:59:20
62236,3,2024-03-05 19:11:20,2024-06-14 20:59:20
62236,4,2024-03-05 19:11:20,2024-06-14 20:59:20
62236,5,2024-03-05 19:11:20,2024-06-14 20:59:20
76234,5,2023-11-10 18:57:40,2024-02-08 00:39:40
76234,6,2023-11-10 18:57:40,2024-02-08 00:39:40
8689,2,2025-02-12 07:22:44,2025-05-14 19:54:44
8689,7,2025-02-12 07:22:44,2025-05-14 19:54:44
79478,1,2025-06-15 04:08:56,2025-08-23 05:52:56
79478,2,2025-06-15 04:08:56,2025-08-23 05:52:56
79478,4,2025-06-15 04:08:56,2025-08-23 05:52:56
79478,5,2025-06-15 04:08:56,2025-08-23 05:52:56
1826,1,2023-07-07 12:28:49,2023-09-16 16:26:49
1826,3,2023-07-07 12:28:49,2023-09-16 16:26:49
1826,4,2023-07-07 12:28:49,2023-09-16 16:26:49
1826,7,2023-07-07 12:28:49,2023-09-16 16:26:49
61604,3,2025-10-15 11:30:50,2025-11-28 00:18:50
61604,5,2025-10-15 11:30:50,2025-11-28 00:18:50
61604,6,2025-10-15 11:30:50,2025-11-28 00:18:50
61604,8,2025-10-15 11:30:50,2025-11-28 00:18:50
34095,1,2025-06-15 04:06:03,2025-07-20 21:30:03
34095,4,2025-06-15 04:06:03,2025-07-20 21:30:03
34095,6,2025-06-15 04:06:03,2025-07-20 21:30:03
34095,8,2025-06-15 04:06:03,2025-07-20 21:30:03
72293,2,2025-08-04 15:23:21,2025-09-06 11:15:21
72293,7,2025-08-04 15:23:21,2025-09-06 11:15:21
72293,8,2025-08-04 15:23:21,2025-09-06 11:15:21
30815,1,2023-03-28 08:26:08,2023-07-24 08:07:08
30815,4,2023-03-28 08:26:08,2023-07-24 08:07:08
30815,5,2023-03-28 08:26:08,2023-07-24 08:07:08
25233,6,2024-05-11 21:09:26,2024-07-09 15:52:26
25233,8,2024-05-11 21:09:26,2024-07-09 15:52:26
61739,7,2024-02-04 09:59:41,2024-05-16 18:26:41
61739,8,2024-02-04 09:59:41,2024-05-16 18:26:41
71007,2,2025-09-06 23:25:12,2025-11-20 04:09:12
71007,5,2025-09-06 23:25:12,2025-11-20 04:09:12
71007,7,2025-09-06 23:25:12,2025-11-20 04:09:12
71007,8,2025-09-06 23:25:12,2025-11-20 04:09:12
72142,3,2025-04-04 14:00:23,2025-05-22 19:15:23
72142,8,2025-04-04 14:00:23,2025-05-22 19:15:23
62537,2,2024-06-28 21:46:52,2024-10-19 09:35:52
62537,4,2024-06-28 21:46:52,2024-10-19 09:35:52
62537,8,2024-06-28 21:46:52,2024-10-19 09:35:52
52154,5,2023-07-24 01:02:38,2023-10-27 20:51:38
52154,8,2023-07-24 01:02:38,2023-10-27 20:51:38
19842,1,2023-09-13 04:04:55,2023-09-17 15:47:55
19842,8,2023-09-13 04:04:55,2023-09-17 15:47:55
30499,2,2023-09-18 15:31:40,2023-11-06 07:57:40
30499,6,2023-09-18 15:31:40,2023-11-06 07:57:40
30499,8,2023-09-18 15:31:40,2023-11-06 07:57:40
19974,1,2023-01-02 20:14:13,2023-02-09 05:35:13
19974,2,2023-01-02 20:14:13,2023-02-09 05:35:13
19974,8,2023-01-02 20:14:13,2023-02-09 05:35:13
68675,3,2025-11-01 04:27:42,2025-11-14 14:05:42
68675,4,2025-11-01 04:27:42,2025-11-14 14:05:42
68675,7,2025-11-01 04:27:42,2025-11-14 14:05:42
51210,2,2024-07-05 08:05:43,2024-08-14 15:42:43
51210,3,2024-07-05 08:05:43,2024-08-14 15:42:43
51210,7,2024-07-05 08:05:43,2024-08-14 15:42:43
51210,8,2024-07-05 08:05:43,2024-08-14 15:42:43
2086,2,2025-12-30 18:20:35,2026-03-11 15:23:35
2086,4,2025-12-30 18:20:35,2026-03-11 15:23:35
8493,1,2025-02-07 07:17:32,2025-05-28 00:30:32
8493,5,2025-02-07 07:17:32,2025-05-28 00:30:32
8493,6,2025-02-07 07:17:32,2025-05-28 00:30:32
8493,8,2025-02-07 07:17:32,2025-05-28 00:30:32
20993,1,2025-04-09 17:53:10,2025-05-03 01:50:10
20993,2,2025-04-09 17:53:10,2025-05-03 01:50:10
20993,3,2025-04-09 17:53:10,2025-05-03 01:50:10
20993,6,2025-04-09 17:53:10,2025-05-03 01:50:10
77577,3,2023-11-11 11:44:44,2024-02-10 10:23:44
77577,6,2023-11-11 11:44:44,2024-02-10 10:23:44
77577,8,2023-11-11 11:44:44,2024-02-10 10:23:44
5709,4,2025-11-28 01:52:27,2025-12-04 11:44:27
5709,5,2025-11-28 01:52:27,2025-12-04 11:44:27
39588,1,2023-05-29 03:26:21,2023-07-03 22:44:21
39588,4,2023-05-29 03:26:21,2023-07-03 22:44:21
39588,5,2023-05-29 03:26:21,2023-07-03 22:44:21
4165,6,2025-12-09 12:56:50,2026-03-16 22:49:50
4165,8,2025-12-09 12:56:50,2026-03-16 22:49:50
35415,1,2023-03-29 03:59:32,2023-04-04 21:11:32
35415,4,2023-03-29 03:59:32,2023-04-04 21:11:32
35415,7,2023-03-29 03:59:32,2023-04-04 21:11:32
62065,3,2023-01-29 08:04:42,2023-02-07 07:20:42
62065,5,2023-01-29 08:04:42,2023-02-07 07:20:42
78056,1,2025-08-22 03:33:47,2025-08-29 17:45:47
78056,6,2025-08-22 03:33:47,2025-08-29 17:45:47
78056,7,2025-08-22 03:33:47,2025-08-29 17:45:47
50905,3,2023-02-09 21:28:58,2023-05-24 04:40:58
50905,6,2023-02-09 21:28:58,2023-05-24 04:40:58
50905,8,2023-02-09 21:28:58,2023-05-24 04:40:58
56060,1,2025-04-20 00:22:03,2025-05-20 11:26:03
56060,2,2025-04-20 00:22:03,2025-05-20 11:26:03
56060,3,2025-04-20 00:22:03,2025-05-20 11:26:03
56060,4,2025-04-20 00:22:03,2025-05-20 11:26:03
51869,2,2024-04-08 19:41:56,2024-08-06 07:24:56
51869,3,2024-04-08 19:41:56,2024-08-06 07:24:56
51869,4,2024-04-08 19:41:56,2024-08-06 07:24:56
75717,1,2023-05-17 08:21:45,2023-08-29 21:33:45
75717,4,2023-05-17 08:21:45,2023-08-29 21:33:45
58378,1,2025-04-24 19:44:30,2025-08-10 04:11:30
58378,3,2025-04-24 19:44:30,2025-08-10 04:11:30
58378,7,2025-04-24 19:44:30,2025-08-10 04:11:30
17684,1,2023-12-09 22:10:01,2024-03-05 02:25:01
17684,2,2023-12-09 22:10:01,2024-03-05 02:25:01
17684,3,2023-12-09 22:10:01,2024-03-05 02:25:01
17684,5,2023-12-09 22:10:01,2024-03-05 02:25:01
48010,1,2025-09-16 01:45:56,2025-10-27 14:46:56
48010,3,2025-09-16 01:45:56,2025-10-27 14:46:56
48010,5,2025-09-16 01:45:56,2025-10-27 14:46:56
12874,3,2025-02-28 12:52:40,2025-05-31 15:25:40
12874,5,2025-02-28 12:52:40,2025-05-31 15:25:40
12874,7,2025-02-28 12:52:40,2025-05-31 15:25:40
4804,3,2025-07-04 15:46:23,2025-09-09 16:15:23
4804,5,2025-07-04 15:46:23,2025-09-09 16:15:23
4804,7,2025-07-04 15:46:23,2025-09-09 16:15:23
4804,8,2025-07-04 15:46:23,2025-09-09 16:15:23
17922,1,2025-01-12 11:54:44,2025-04-28 00:35:44
17922,8,2025-01-12 11:54:44,2025-04-28 00:35:44
64966,2,2023-10-16 13:16:21,2023-10-25 23:54:21
64966,3,2023-10-16 13:16:21,2023-10-25 23:54:21
64966,4,2023-10-16 13:16:21,2023-10-25 23:54:21
64966,8,2023-10-16 13:16:21,2023-10-25 23:54:21
28541,1,2024-02-17 17:08:03,2024-03-29 19:00:03
28541,4,2024-02-17 17:08:03,2024-03-29 19:00:03
28541,6,2024-02-17 17:08:03,2024-03-29 19:00:03
28541,7,2024-02-17 17:08:03,2024-03-29 19:00:03
33915,1,2025-02-17 02:58:39,2025-04-18 12:44:39
33915,2,2025-02-17 02:58:39,2025-04-18 12:44:39
33915,6,2025-02-17 02:58:39,2025-04-18 12:44:39
57269,1,2024-01-06 23:24:59,2024-02-01 11:42:59
57269,3,2024-01-06 23:24:59,2024-02-01 11:42:59
57269,5,2024-01-06 23:24:59,2024-02-01 11:42:59
57269,6,2024-01-06 23:24:59,2024-02-01 11:42:59
39557,1,2023-02-26 21:36:14,2023-06-11 08:08:14
39557,7,2023-02-26 21:36:14,2023-06-11 08:08:14
39557,8,2023-02-26 21:36:14,2023-06-11 08:08:14
55301,1,2024-03-03 19:02:42,2024-07-02 02:37:42
55301,4,2024-03-03 19:02:42,2024-07-02 02:37:42
55301,5,2024-03-03 19:02:42,2024-07-02 02:37:42
55301,8,2024-03-03 19:02:42,2024-07-02 02:37:42
66586,2,2025-04-26 21:02:04,2025-08-08 18:33:04
66586,4,2025-04-26 21:02:04,2025-08-08 18:33:04
66586,5,2025-04-26 21:02:04,2025-08-08 18:33:04
66586,7,2025-04-26 21:02:04,2025-08-08 18:33:04
50677,3,2024-05-05 10:45:54,2024-08-18 22:31:54
50677,4,2024-05-05 10:45:54,2024-08-18 22:31:54
50677,6,2024-05-05 10:45:54,2024-08-18 22:31:54
75339,3,2024-01-01 13:41:42,2024-03-04 08:07:42
75339,4,2024-01-01 13:41:42,2024-03-04 08:07:42
75339,5,2024-01-01 13:41:42,2024-03-04 08:07:42
75339,7,2024-01-01 13:41:42,2024-03-04 08:07:42
46095,1,2025-07-15 15:33:58,2025-09-30 05:40:58
46095,2,2025-07-15 15:33:58,2025-09-30 05:40:58
46095,4,2025-07-15 15:33:58,2025-09-30 05:40:58
46095,7,2025-07-15 15:33:58,2025-09-30 05:40:58
70106,4,2023-02-02 12:35:15,2023-04-10 11:42:15
70106,8,2023-02-02 12:35:15,2023-04-10 11:42:15
76787,3,2023-12-17 04:56:34,2024-03-26 14:07:34
76787,4,2023-12-17 04:56:34,2024-03-26 14:07:34
76787,7,2023-12-17 04:56:34,2024-03-26 14:07:34
53522,2,2024-07-15 15:20:27,2024-10-25 09:17:27
53522,6,2024-07-15 15:20:27,2024-10-25 09:17:27
53522,7,2024-07-15 15:20:27,2024-10-25 09:17:27
53522,8,2024-07-15 15:20:27,2024-10-25 09:17:27
76680,1,2025-08-27 04:24:16,2025-08-28 17:27:16
76680,4,2025-08-27 04:24:16,2025-08-28 17:27:16
76680,5,2025-08-27 04:24:16,2025-08-28 17:27:16
30560,3,2025-05-06 14:12:56,2025-05-29 22:16:56
30560,5,2025-05-06 14:12:56,2025-05-29 22:16:56
30560,6,2025-05-06 14:12:56,2025-05-29 22:16:56
44241,1,2024-08-18 02:41:56,2024-10-11 14:45:56
44241,2,2024-08-18 02:41:56,2024-10-11 14:45:56
44241,8,2024-08-18 02:41:56,2024-10-11 14:45:56
3857,1,2025-05-19 20:45:00,2025-09-15 05:56:00
3857,2,2025-05-19 20:45:00,2025-09-15 05:56:00
3857,3,2025-05-19 20:45:00,2025-09-15 05:56:00
36759,1,2023-05-08 03:37:46,2023-07-31 20:37:46
36759,6,2023-05-08 03:37:46,2023-07-31 20:37:46
79506,1,2023-10-27 06:42:25,2023-11-12 11:19:25
79506,6,2023-10-27 06:42:25,2023-11-12 11:19:25
79506,7,2023-10-27 06:42:25,2023-11-12 11:19:25
21478,1,2024-02-04 07:59:21,2024-03-08 13:59:21
21478,4,2024-02-04 07:59:21,2024-03-08 13:59:21
21478,8,2024-02-04 07:59:21,2024-03-08 13:59:21
42881,1,2024-02-15 13:45:10,2024-04-03 02:19:10
42881,3,2024-02-15 13:45:10,2024-04-03 02:19:10
42881,6,2024-02-15 13:45:10,2024-04-03 02:19:10
71111,1,2023-04-27 03:04:48,2023-05-16 12:08:48
71111,2,2023-04-27 03:04:48,2023-05-16 12:08:48
71111,8,2023-04-27 03:04:48,2023-05-16 12:08:48
75068,2,2024-12-29 07:30:43,2025-03-05 04:41:43
75068,3,2024-12-29 07:30:43,2025-03-05 04:41:43
75068,6,2024-12-29 07:30:43,2025-03-05 04:41:43
74695,2,2024-12-10 11:14:53,2025-03-02 02:30:53
74695,3,2024-12-10 11:14:53,2025-03-02 02:30:53
13742,4,2025-04-04 03:39:52,2025-04-30 02:39:52
13742,6,2025-04-04 03:39:52,2025-04-30 02:39:52
13742,7,2025-04-04 03:39:52,2025-04-30 02:39:52
27773,5,2024-12-28 16:08:39,2025-03-02 14:47:39
27773,8,2024-12-28 16:08:39,2025-03-02 14:47:39
75275,2,2023-05-29 00:30:59,2023-06-13 01:15:59
75275,3,2023-05-29 00:30:59,2023-06-13 01:15:59
75275,6,2023-05-29 00:30:59,2023-06-13 01:15:59
75275,7,2023-05-29 00:30:59,2023-06-13 01:15:59
35108,2,2023-08-29 10:46:14,2023-10-12 23:33:14
35108,6,2023-08-29 10:46:14,2023-10-12 23:33:14
35108,7,2023-08-29 10:46:14,2023-10-12 23:33:14
35108,8,2023-08-29 10:46:14,2023-10-12 23:33:14
37450,6,2024-12-04 23:38:37,2025-02-14 06:35:37
37450,8,2024-12-04 23:38:37,2025-02-14 06:35:37
16410,1,2024-04-17 22:29:34,2024-07-26 00:17:34
16410,4,2024-04-17 22:29:34,2024-07-26 00:17:34
16410,6,2024-04-17 22:29:34,2024-07-26 00:17:34
16410,7,2024-04-17 22:29:34,2024-07-26 00:17:34
8418,4,2023-02-27 11:52:56,2023-03-11 15:28:56
8418,5,2023-02-27 11:52:56,2023-03-11 15:28:56
63277,1,2023-09-08 20:25:36,2023-12-18 20:43:36
63277,3,2023-09-08 20:25:36,2023-12-18 20:43:36
63277,4,2023-09-08 20:25:36,2023-12-18 20:43:36
63277,7,2023-09-08 20:25:36,2023-12-18 20:43:36
63475,1,2025-05-30 00:32:24,2025-08-29 19:12:24
