"user_id","cat_id","created_date","last_update_date"
"U0001","6.6","2025-02-23 23:03:35","2025-02-24 23:03:35"
"U0001","6.4","2025-02-23 23:03:35","2025-02-24 23:03:35"
"U0002","6.5","2025-12-10 10:09:45","2025-12-13 10:09:45"
"U0003","3.6","2025-04-08 23:55:16","2025-04-10 23:55:16"
"U0004","5.4","2025-06-02 01:26:09","2025-06-12 01:26:09"
"U0004","3.3.8","2025-06-02 01:26:09","2025-06-12 01:26:09"
"U0004","6.6","2025-06-02 01:26:09","2025-06-12 01:26:09"
"U0005","1.3.5","2025-04-21 21:20:09","2025-04-27 21:20:09"
"U0006","6.6","2025-09-18 16:38:11","2025-09-19 16:38:11"
"U0007","5.1.8","2025-11-15 16:24:29","2025-11-24 16:24:29"
"U0007","4.2","2025-11-15 16:24:29","2025-11-24 16:24:29"
"U0007","5.1.4","2025-11-15 16:24:29","2025-11-24 16:24:29"
"U0011","4.3.3","2025-02-03 15:03:18","2025-02-13 15:03:18"
"U0011","2.2","2025-02-03 15:03:18","2025-02-13 15:03:18"
"U0011","1.2","2025-02-03 15:03:18","2025-02-13 15:03:18"
"U0011","5.1.8","2025-02-03 15:03:18","2025-02-13 15:03:18"
"U0012","6.4","2025-04-17 08:31:28","2025-04-19 08:31:28"
"U0012","1.2","2025-04-17 08:31:28","2025-04-19 08:31:28"
"U0012","6.7","2025-04-17 08:31:28","2025-04-19 08:31:28"
"U0014","3.3.13","2025-02-07 17:07:42","2025-02-14 17:07:42"
"U0014","5.1.6","2025-02-07 17:07:42","2025-02-14 17:07:42"
"U0014","6.7","2025-02-07 17:07:42","2025-02-14 17:07:42"
"U0015","3.3.7","2025-07-03 00:11:04","2025-07-12 00:11:04"
"U0015","3.6","2025-07-03 00:11:04","2025-07-12 00:11:04"
"U0015","3.10","2025-07-03 00:11:04","2025-07-12 00:11:04"
"U0017","1.3.1","2025-10-20 06:26:24","2025-10-26 06:26:24"
"U0017","3.3.5","2025-10-20 06:26:24","2025-10-26 06:26:24"
"U0019","3.3.5","2025-09-06 17:52:56","2025-09-15 17:52:56"
"U0019","3.7","2025-09-06 17:52:56","2025-09-15 17:52:56"
"U0019","1.3.3","2025-09-06 17:52:56","2025-09-15 17:52:56"
"U0019","5.1.5","2025-09-06 17:52:56","2025-09-15 17:52:56"
"U0021","5.1.11","2025-09-24 18:51:16","2025-09-29 18:51:16"
"U0021","6.7","2025-09-24 18:51:16","2025-09-29 18:51:16"
"U0021","1.1","2025-09-24 18:51:16","2025-09-29 18:51:16"
"U0022","6.2","2025-06-12 17:39:24","2025-06-16 17:39:24"
"U0022","4.3.5","2025-06-12 17:39:24","2025-06-16 17:39:24"
"U0022","2.4","2025-06-12 17:39:24","2025-06-16 17:39:24"
"U0023","5.5","2025-03-14 22:37:59","2025-03-15 22:37:59"
"U0023","5.1.11","2025-03-14 22:37:59","2025-03-15 22:37:59"
"U0023","3.6","2025-03-14 22:37:59","2025-03-15 22:37:59"
"U0023","3.3.11","2025-03-14 22:37:59","2025-03-15 22:37:59"
"U0024","5.1.6","2025-09-15 23:43:47","2025-09-24 23:43:47"
"U0024","6.1","2025-09-15 23:43:47","2025-09-24 23:43:47"
"U0024","5.1.4","2025-09-15 23:43:47","2025-09-24 23:43:47"
"U0025","5.1.6","2025-06-18 17:51:47","2025-06-23 17:51:47"
"U0025","2.2","2025-06-18 17:51:47","2025-06-23 17:51:47"
"U0025","4.2","2025-06-18 17:51:47","2025-06-23 17:51:47"
"U0026","5.1.3","2025-04-03 21:23:22","2025-04-13 21:23:22"
"U0026","1.3.5","2025-04-03 21:23:22","2025-04-13 21:23:22"
"U0026","3.3.7","2025-04-03 21:23:22","2025-04-13 21:23:22"
"U0026","5.1.1","2025-04-03 21:23:22","2025-04-13 21:23:22"
"U0028","3.3.1","2025-02-05 05:18:51","2025-02-15 05:18:51"
"U0028","6.5","2025-02-05 05:18:51","2025-02-15 05:18:51"
"U0028","1.3.1","2025-02-05 05:18:51","2025-02-15 05:18:51"
"U0028","5.1.10","2025-02-05 05:18:51","2025-02-15 05:18:51"
"U0029","5.1.3","2025-02-17 09:53:53","2025-02-18 09:53:53"
"U0029","3.7","2025-02-17 09:53:53","2025-02-18 09:53:53"
"U0029","2.3","2025-02-17 09:53:53","2025-02-18 09:53:53"
"U0030","3.2","2025-06-04 08:55:12","2025-06-09 08:55:12"
