state_id,country_id,state_name,state_code,last_updated_at
236.1,236,ALASKA,AK,2022-02-07 09:23:14
236.2,236,ALABAMA,AL,2022-02-16 12:30:14
236.3,236,ARKANSAS,AR,2022-02-25 15:37:14
236.4,236,ARIZONA,AZ,2022-03-06 18:44:14
236.5,236,CALIFORNIA,CA,2022-03-15 21:51:14
236.6,236,COLORADO,CO,2022-03-24 09:58:14
236.7,236,CONNECTICUT,CT,2022-04-02 13:05:14
236.8,236,DELAWARE,DE,2022-04-11 16:12:14
236.9,236,FLORIDA,FL,2022-04-20 19:19:14
236.10,236,GEORGIA,GA,2022-04-29 21:27:14
236.11,236,HAWAII,HI,2022-05-08 09:34:14
236.12,236,IOWA,IA,2022-05-17 12:41:14
236.13,236,IDAHO,ID,2022-05-26 15:48:14
236.14,236,ILLINOIS,IL,2022-06-04 18:55:14
236.15,236,INDIANA,IN,2022-06-13 22:02:14
236.16,236,KANSAS,KS,2022-06-22 10:09:14
236.17,236,KENTUCKY,KY,2022-07-01 13:16:14
236.18,236,LOUISIANA,LA,2022-07-10 15:24:14
236.19,236,MASSACHUSETTS,MA,2022-07-19 18:31:14
236.20,236,MARYLAND,MD,2022-07-28 21:38:14
236.21,236,MAINE,ME,2022-08-06 09:45:14
236.22,236,MICHIGAN,MI,2022-08-15 12:52:14
236.23,236,MINNESOTA,MN,2022-08-24 15:59:14
236.24,236,MISSOURI,MO,2022-09-02 19:06:14
236.25,236,MISSISSIPPI,MS,2022-09-11 22:13:14
236.26,236,MONTANA,MT,2022-09-20 10:20:14
236.27,236,NORTH_CAROLINA,NC,2022-09-29 12:28:14
236.28,236,NORTH_DAKOTA,ND,2022-10-08 15:35:14
236.29,236,NEBRASKA,NE,2022-10-17 18:42:14
236.30,236,NEW_HAMPSHIRE,NH,2022-10-26 21:49:14
236.31,236,NEW_JERSEY,NJ,2022-11-04 09:56:14
236.32,236,NEW_MEXICO,NM,2022-11-13 13:03:14
236.33,236,NEVADA,NV,2022-11-22 16:10:14
236.34,236,NEW_YORK,NY,2022-12-01 19:17:14
236.35,236,OHIO,OH,2022-12-10 21:25:14
236.36,236,OKLAHOMA,OK,2022-12-19 09:32:14
236.37,236,OREGON,OR,2022-12-28 12:39:14
236.38,236,PENNSYLVANIA,PA,2023-01-06 15:46:14
236.39,236,RHODE_ISLAND,RI,2023-01-15 18:53:14
236.40,236,SOUTH_CAROLINA,SC,2023-01-24 22:00:14
236.41,236,SOUTH_DAKOTA,SD,2023-02-02 10:07:14
236.42,236,TENNESSEE,TN,2023-02-11 13:14:14
236.43,236,TEXAS,TX,2023-02-20 16:21:14
236.44,236,UTAH,UT,2023-03-01 18:29:14
236.45,236,VIRGINIA,VA,2023-03-10 21:36:14
236.46,236,VERMONT,VT,2023-03-19 09:43:14
236.47,236,WASHINGTON,WA,2023-03-28 12:50:14
236.48,236,WISCONSIN,WI,2023-04-06 15:57:14
236.49,236,WEST_VIRGINIA,WV,2023-04-15 19:04:14
236.50,236,WYOMING,WY,2023-04-24 22:11:14
15.1,15,BURGENLAND,1,2023-05-03 10:18:14
15.2,15,KARNTEN,2,2023-05-12 12:26:14
15.3,15,NIEDEROSTERREICH,3,2023-05-21 15:33:14
15.4,15,OBEROSTERREICH,4,2023-05-30 18:40:14
15.5,15,SALZBURG,5,2023-06-08 21:47:14
15.6,15,STEIERMARK,6,2023-06-17 09:54:14
15.7,15,TIROL,7,2023-06-26 13:01:14
15.8,15,VORARLBERG,8,2023-07-05 16:08:14
15.9,15,WIEN,9,2023-07-14 19:15:14
14.1,14,NEW_SOUTH_WALES,NSW,2023-07-23 21:23:14
14.2,14,QUEENSLAND,QLD,2023-08-01 09:30:14
14.3,14,SOUTH_AUSTRALIA,SA,2023-08-10 12:37:14
14.4,14,TASMANIA,TAS,2023-08-19 15:44:14
14.5,14,VICTORIA,VIC,2023-08-28 18:51:14
14.6,14,WESTERN_AUSTRALIA,WA,2023-09-06 21:58:14
32.1,32,ACRE,AC,2023-09-15 10:05:14
32.2,32,ALAGOAS,AL,2023-09-24 13:12:14
32.3,32,AMAPA,AP,2023-10-03 16:19:14
32.4,32,AMAZONAS,AM,2023-10-12 18:27:14
32.5,32,BAHIA,BA,2023-10-21 21:34:14
32.6,32,CEARA,CE,2023-10-30 09:41:14
32.7,32,ESPIRITO_SANTO,ES,2023-11-08 12:48:14
32.8,32,GOIAS,GO,2023-11-17 15:55:14
32.9,32,MARANHAO,MA,2023-11-26 19:02:14
32.10,32,MATO_GROSSO,MT,2023-12-05 22:09:14
32.11,32,MATO_GROSSO_DO_SUL,MS,2023-12-14 10:16:14
32.12,32,MINAS_GERAIS,MG,2023-12-23 12:24:14
32.13,32,PARA,PA,2024-01-01 15:31:14
32.14,32,PARAIBA,PB,2024-01-10 18:38:14
32.15,32,PARANA,PR,2024-01-19 21:45:14
32.16,32,PERNAMBUCO,PE,2024-01-28 09:52:14
32.17,32,PIAUI,PI,2024-02-06 12:59:14
32.18,32,RIO_DE_JANEIRO,RJ,2024-02-15 16:06:14
32.19,32,RIO_GRANDE_DO_NORTE,RN,2024-02-24 19:13:14
32.20,32,RIO_GRANDE_DO_SUL,RS,2024-03-04 22:20:14
32.21,32,RONDONIA,RO,2024-03-13 09:28:14
32.22,32,RORAIMA,RR,2024-03-22 12:35:14
32.23,32,SANTA_CATARINA,SC,2024-03-31 15:42:14
32.24,32,SAO_PAULO,SP,2024-04-09 18:49:14
32.25,32,SERGIPE,SE,2024-04-18 21:56:14
32.26,32,TOCANTINS,TO,2024-04-27 10:03:14
145.1,145,CHUUK,TRK,2024-05-06 13:10:14
145.2,145,KOSRAE,KSA,2024-05-15 16:17:14
145.3,145,POHNPEI,PNI,2024-05-24 18:25:14
145.4,145,YAP,YAP,2024-06-02 21:32:14
104.1,104,ANDHRA_PRADESH,AP,2024-06-11 09:39:14
104.2,104,ARUNACHAL_PRADESH,AR,2024-06-20 12:46:14
104.3,104,ASSAM,AS,2024-06-29 15:53:14
104.4,104,BIHAR,BR,2024-07-08 19:00:14
104.5,104,CHHATTISGARH,CG,2024-07-17 22:07:14
104.6,104,GOA,GA,2024-07-26 10:14:14
104.7,104,GUJARAT,GJ,2024-08-04 13:21:14
104.8,104,HARYANA,HR,2024-08-13 15:29:14
104.9,104,HIMACHAL_PRADESH,HP,2024-08-22 18:36:14
104.10,104,JHARKHAND,JH,2024-08-31 21:43:14
104.11,104,KARNATAKA,KA,2024-09-09 09:50:14
104.12,104,KERALA,KL,2024-09-18 12:57:14
104.13,104,MADHYA_PRADESH,MP,2024-09-27 16:04:14
104.14,104,MAHARASHTRA,MH,2024-10-06 19:11:14
104.15,104,MANIPUR,MN,2024-10-15 22:18:14
104.16,104,MEGHALAYA,ML,2024-10-24 09:26:14
104.17,104,MIZORAM,MZ,2024-11-02 12:33:14
104.18,104,NAGALAND,NL,2024-11-11 15:40:14
104.19,104,ODISHA,OD,2024-11-20 18:47:14
104.20,104,PUNJAB,PB,2024-11-29 21:54:14
